841 1 0
891 1 0
983 1 0
943 1 0
892 1 0
924 1 0
893 1 0
9 1 0
521 1 0
827 1 0
318 1 0
293 1 0
295 1 0
297 1 0
299 1 0
301 1 0
303 1 0
304 1 0
304 2 0
307 1 0
308 1 0
309 1 0
310 1 0
313 1 0
319 1 0
351 1 0
320 1 0
325 1 0
326 1 0
329 1 0
330 1 0
333 1 0
336 1 0
338 1 0
341 1 0
342 1 0
343 1 0
346 1 0
348 1 0
289 1 0
288 1 0
287 1 0
284 1 0
241 1 0
244 1 0
245 1 0
246 1 0
248 1 0
249 1 0
251 1 0
252 1 0
256 1 0
258 1 0
259 1 0
261 1 0
262 1 0
264 1 0
265 1 0
266 1 0
268 1 0
268 13 0
268 30 0
268 14 0
268 15 0
271 1 0
275 1 0
277 1 0
279 1 0
281 1 0
283 1 0
350 1 0
352 1 0
455 1 0
425 1 0
409 1 0
409 13 0
409 30 0
409 14 0
409 15 0
412 1 0
413 1 0
414 1 0
415 1 0
416 1 0
417 1 0
421 1 0
423 1 0
427 1 0
353 1 0
428 1 0
430 1 0
432 1 0
434 1 0
435 1 0
436 1 0
437 1 0
439 1 0
441 1 0
444 1 0
447 1 0
448 1 0
449 1 0
408 1 0
406 1 0
405 1 0
404 1 0
354 1 0
355 1 0
357 1 0
358 1 0
361 1 0
362 1 0
363 1 0
364 1 0
366 1 0
367 1 0
368 1 0
369 1 0
372 1 0
373 1 0
376 1 0
378 1 0
379 1 0
380 1 0
381 1 0
385 1 0
388 1 0
390 1 0
391 1 0
393 1 0
394 1 0
396 1 0
402 1 0
240 1 0
238 1 0
235 1 0
87 19 0
72 1 0
73 1 0
74 1 0
76 1 0
79 1 0
80 1 0
82 1 0
82 13 0
82 30 0
83 1 0
84 1 0
85 1 0
87 1 0
87 14 0
234 1 0
87 15 0
89 1 0
90 1 0
92 1 0
93 1 0
95 1 0
96 1 0
97 1 0
98 1 0
101 1 0
102 1 0
103 1 0
105 1 0
71 1 0
70 1 0
69 1 0
67 1 0
11 1 0
17 1 0
18 1 0
22 1 0
31 1 0
32 1 0
33 1 0
35 1 0
36 1 0
37 1 0
38 1 0
39 1 0
42 1 0
44 1 0
45 1 0
46 1 0
47 1 0
48 1 0
50 1 0
51 1 0
53 1 0
54 1 0
60 1 0
61 1 0
64 1 0
65 1 0
66 1 0
106 1 0
107 1 0
108 1 0
180 1 0
184 1 0
186 1 0
187 1 0
189 1 0
191 1 0
192 1 0
193 1 0
194 1 0
196 1 0
197 1 0
199 1 0
200 1 0
201 1 0
204 1 0
206 1 0
208 1 0
209 1 0
211 1 0
212 1 0
214 1 0
216 1 0
220 1 0
221 1 0
224 1 0
227 1 0
228 1 0
229 1 0
181 1 0
178 1 0
110 1 0
177 1 0
111 1 0
114 1 0
115 1 0
116 1 0
117 1 0
120 1 0
121 1 0
123 1 0
127 1 0
130 1 0
137 1 0
141 1 0
143 1 0
145 1 0
146 1 0
147 1 0
150 1 0
151 1 0
152 1 0
155 1 0
156 1 0
157 1 0
158 1 0
161 1 0
164 1 0
173 1 0
176 1 0
452 1 0
456 1 0
826 1 0
703 1 0
689 1 0
690 1 0
692 1 0
695 1 0
696 1 0
698 1 0
699 1 0
700 1 0
701 1 0
702 1 0
702 13 0
702 14 0
702 15 0
708 1 0
728 1 0
709 1 0
712 1 0
712 13 0
712 30 0
712 14 0
712 15 0
713 1 0
714 1 0
715 1 0
717 1 0
719 1 0
722 1 0
726 1 0
688 1 0
687 1 0
686 1 0
685 1 0
638 1 0
640 1 0
641 1 0
642 1 0
644 1 0
646 1 0
653 1 0
656 1 0
657 1 0
658 1 0
659 1 0
660 1 0
661 1 0
665 1 0
666 1 0
667 1 0
668 1 0
671 1 0
672 1 0
673 1 0
676 1 0
678 1 0
679 1 0
680 1 0
681 1 0
683 1 0
684 1 0
727 1 0
733 1 0
457 1 0
805 1 0
789 1 0
790 1 0
791 1 0
792 1 0
793 1 0
795 1 0
796 1 0
797 1 0
798 1 0
799 1 0
800 1 0
801 1 0
804 1 0
807 1 0
734 1 0
808 1 0
809 1 0
810 1 0
811 1 0
812 1 0
813 1 0
814 1 0
816 1 0
817 1 0
820 1 0
822 1 0
823 1 0
824 1 0
788 1 0
787 1 0
786 1 0
784 1 0
735 1 0
737 1 0
740 1 0
741 1 0
743 1 0
745 1 0
747 1 0
748 1 0
751 1 0
754 1 0
755 1 0
757 1 0
759 1 0
760 1 0
761 1 0
762 1 0
763 1 0
764 1 0
765 1 0
768 1 0
770 1 0
771 1 0
773 1 0
774 1 0
776 1 0
777 1 0
779 1 0
637 1 0
636 1 0
635 1 0
512 1 0
499 1 0
500 1 0
501 1 0
502 1 0
503 1 0
504 1 0
505 1 0
506 1 0
507 1 0
508 1 0
509 1 0
510 1 0
511 1 0
514 1 0
633 1 0
517 1 0
518 1 0
519 1 0
520 1 0
524 1 0
525 1 0
526 1 0
528 1 0
529 1 0
530 1 0
531 1 0
532 1 0
533 1 0
498 1 0
497 1 0
496 1 0
495 1 0
459 1 0
461 1 0
462 1 0
463 1 0
464 1 0
465 1 0
468 1 0
469 1 0
471 1 0
472 1 0
473 1 0
474 1 0
478 1 0
479 1 0
480 1 0
481 1 0
483 1 0
484 1 0
485 1 0
486 1 0
487 1 0
488 1 0
490 1 0
491 1 0
492 1 0
493 1 0
494 1 0
534 1 0
534 13 0
534 14 0
589 1 0
595 1 0
596 1 0
597 1 0
598 1 0
600 1 0
602 1 0
603 1 0
604 1 0
606 1 0
607 1 0
610 1 0
611 1 0
612 1 0
614 1 0
617 1 0
618 1 0
619 1 0
620 1 0
621 1 0
624 1 0
625 1 0
626 1 0
628 1 0
629 1 0
630 1 0
630 2 0
632 1 0
591 1 0
588 1 0
534 15 0
587 1 0
535 1 0
537 1 0
539 1 0
540 1 0
543 1 0
544 1 0
545 1 0
546 1 0
547 1 0
548 1 0
550 1 0
552 1 0
553 1 0
554 1 0
558 1 0
559 1 0
565 1 0
567 1 0
570 1 0
571 1 0
572 1 0
575 1 0
576 1 0
579 1 0
581 1 0
582 1 0
584 1 0
997 1 0
